ATIVO,METRICAS_ORIGINAIS,METRICAS_TRANSFORMADAS,METRICAS_BOXCOX,METRICAS_COMPARATIVAS
FLRY3,"{'skew': 0.3225885440059158, 'kurtosis': -1.4876014247647937, 'outliers': 0, 'shapiro_stat': 0.8750537751343952, 'shapiro_p': 2.875262230145003e-48, 'ks_stat': 0.19958000856360258, 'ks_p': 5.063286750404618e-135, 'anderson_stat': 192.2614772470024}","{'skew': 0.09213460219994496, 'kurtosis': -1.5736258218630332, 'outliers': 0, 'shapiro_stat': 0.8920189960433965, 'shapiro_p': 6.8936958231073794e-46, 'ks_stat': 0.15140832789453024, 'ks_p': 1.3332054896297084e-77, 'anderson_stat': 161.77314729709224}",{'lambda': 0.204081632653061},"{'media_BC': 3.56390925950364, 'desvio_BC': 0.8409545595384744, 'media_orig_geometrica': 14.210958731426373, 'fator_escala': 8.267879100269713, 'media_original': 15.95355938491762, 'desvio_padrao_original': 7.4598523417954095, 'media_transformada': 3.56390925950364, 'razao_medias': 0.22339273471930873}"
