ATIVO,METRICAS_ORIGINAIS,METRICAS_TRANSFORMADAS,METRICAS_BOXCOX,METRICAS_COMPARATIVAS
ABCB4,"{'skew': 0.35218316459842924, 'kurtosis': -1.1543237018505699, 'outliers': 0, 'shapiro_stat': 0.9317720193096991, 'shapiro_p': 8.298881407140508e-39, 'ks_stat': 0.14039267429449115, 'ks_p': 9.806322699092867e-67, 'anderson_stat': 100.75859419395238}","{'skew': 0.11262887805329312, 'kurtosis': -1.2675399766634097, 'outliers': 0, 'shapiro_stat': 0.9451183277029408, 'shapiro_p': 1.1501391400703094e-35, 'ks_stat': 0.1134524356521529, 'ks_p': 1.1447692660672788e-43, 'anderson_stat': 80.09466049430739}",{'lambda': 0.2857142857142856},"{'media_BC': 3.59233693411884, 'desvio_BC': 0.6457412740064646, 'media_orig_geometrica': 11.67406916557027, 'fator_escala': 5.7849767220889365, 'media_original': 12.276879273366607, 'desvio_padrao_original': 3.8747402005158578, 'media_transformada': 3.59233693411884, 'razao_medias': 0.29260994216274777}"
