Ativo,count,mean,std,min,25%,50%,75%,max
ABCB4,3854.0,12.276879273366607,3.8747402005158578,6.078577041625977,8.93166446685791,11.159147262573239,15.69074630737305,23.11063957214355
FLRY3,3854.0,15.95355938491762,7.4598523417954095,6.31801700592041,9.025569915771484,12.09381580352783,23.666631698608395,31.59008598327637
GGBR3,3854.0,9.67992594462327,3.678181076530484,1.968253016471863,7.642857074737549,9.64285659790039,11.537698268890377,24.59523773193359
ITUB3,3854.0,20.145172847882417,6.191019023213213,9.931015014648438,14.710855007171627,18.29201126098633,25.267500400543213,33.43000030517578
PETR3,3854.0,20.036152053139155,6.695088292335819,5.909999847412109,14.980000257492067,19.52000045776367,24.95749950408936,33.65000152587891
PRIO3,3854.0,5.806712039615369,8.452488206028871,0.1379999965429306,0.7577999830245972,1.998000025749207,6.869999885559082,43.40000152587891
RADL3,3854.0,10.426532906822795,7.107493577148157,1.944229960441589,3.945672571659088,10.04134511947632,14.61538410186768,27.25
VALE3,3854.0,40.917361152066924,19.81229127597716,8.600000381469727,28.91249990463257,38.31999969482422,50.34000015258789,118.7200012207031
