ATIVO,METRICAS_ORIGINAIS,METRICAS_TRANSFORMADAS,METRICAS_BOXCOX,METRICAS_COMPARATIVAS
PRIO3,"{'skew': 2.2336409391035774, 'kurtosis': 4.651117575044614, 'outliers': 442, 'shapiro_stat': 0.6729130912666443, 'shapiro_p': 1.5969720170094054e-65, 'ks_stat': 0.2512198452400903, 'ks_p': 8.017428626012083e-215, 'anderson_stat': 447.2475679354011}","{'skew': 0.22744132445620938, 'kurtosis': -0.9046100000082711, 'outliers': 0, 'shapiro_stat': 0.9704418281719733, 'shapiro_p': 1.7224382340684715e-27, 'ks_stat': 0.07179892027664964, 'ks_p': 1.0104623168503083e-17, 'anderson_stat': 27.936928326553243}",{'lambda': 0.04081632653061229},"{'media_BC': 0.8658237261941875, 'desvio_BC': 1.495982456729459, 'media_orig_geometrica': 2.2445311926703013, 'fator_escala': 2.1716707717005446, 'media_original': 5.806712039615369, 'desvio_padrao_original': 8.452488206028871, 'media_transformada': 0.8658237261941875, 'razao_medias': 0.14910739852213142}"
