ATIVO,METRICAS_ORIGINAIS,METRICAS_TRANSFORMADAS,METRICAS_BOXCOX,METRICAS_COMPARATIVAS
PETR3,"{'skew': 0.1147993648252864, 'kurtosis': -0.8977351681438237, 'outliers': 0, 'shapiro_stat': 0.9743555523904416, 'shapiro_p': 9.01351626910365e-26, 'ks_stat': 0.06168897720890931, 'ks_p': 3.419151311210447e-13, 'anderson_stat': 24.375081690003753}","{'skew': -0.29879287160887513, 'kurtosis': -0.6027956897959816, 'outliers': 0, 'shapiro_stat': 0.974862159908242, 'shapiro_p': 1.5546486902356513e-25, 'ks_stat': 0.04995363258142871, 'ks_p': 8.49297117726458e-09, 'anderson_stat': 19.205163238672412}",{'lambda': 0.36734693877551017},"{'media_BC': 5.350647611605576, 'desvio_BC': 1.0473717527346305, 'media_orig_geometrica': 18.82507852700258, 'fator_escala': 6.404218437168052, 'media_original': 20.036152053139155, 'desvio_padrao_original': 6.695088292335819, 'media_transformada': 5.350647611605576, 'razao_medias': 0.26704966090368965}"
