ATIVO,METRICAS_ORIGINAIS,METRICAS_TRANSFORMADAS,METRICAS_BOXCOX,METRICAS_COMPARATIVAS
VALE3,"{'skew': 1.44264849626236, 'kurtosis': 3.0612506887236908, 'outliers': 216, 'shapiro_stat': 0.883603912736526, 'shapiro_p': 4.1921503326190054e-47, 'ks_stat': 0.10113835701255158, 'ks_p': 8.984206040239045e-35, 'anderson_stat': 88.80918882253172}","{'skew': -0.056382580005377755, 'kurtosis': 0.2565521729864555, 'outliers': 123, 'shapiro_stat': 0.9775215059356391, 'shapiro_p': 3.1393419257345594e-24, 'ks_stat': 0.06483870017632343, 'ks_p': 1.5725763401970728e-14, 'anderson_stat': 30.528669861811068}",{'lambda': 0.12244897959183643},"{'media_BC': 4.548240381399153, 'desvio_BC': 0.737956202071001, 'media_orig_geometrica': 36.65827915100155, 'fator_escala': 23.585267139038116, 'media_original': 40.917361152066924, 'desvio_padrao_original': 19.81229127597716, 'media_transformada': 4.548240381399153, 'razao_medias': 0.11115673771081888}"
